chrom	geneName	strand	location	assigned_tissue_type	Hvalue	AdjustedHvalue
chr10	KAT6B	+	76792357	none	2.3424	2.7354
chr10	KIAA1217	+	24836771	none	2.3481	2.7212
chr10	KIAA1462	-	30303396	none	2.6079	2.7088
chr10	KIAA1598	-	118644313	none	2.5856	2.7913
chr10	KIF20B	+	91497937	none	2.4583	2.7730
chr10	KIF5B	-	32297953	none	2.3972	2.7996
chr10	KIN	-	7797769	none	2.5220	2.8021
chr10	LDB1	-	103867325	none	2.3457	2.8038
chr10	LHPP	+	126302698	none	2.3502	2.7569
chr10	MAPK8	+	49644450	none	2.3419	2.7153
chr10	MASTL	+	27475753	none	2.5080	2.7969
chr10	MASTL	+	27476875	none	2.4514	2.7327
chr10	MCMBP	-	121590728	none	2.6234	2.7701
chr10	METTL10	-	126448523	none	2.4871	2.7100
chr10	MICU1	-	74127105	none	2.4591	2.8051
chr10	MLLT10	+	22032551	none	2.4136	2.7816
chr10	MORN4	-	99374318	none	2.3712	2.7865
chr10	MRPL43	-	102746033	none	2.3882	2.7394
chr10	MRPS16	-	75008614	none	2.2463	2.7901
chr10	MRPS16	-	75010505	none	2.2463	2.7455
chr10	MSRB2	+	23409897	none	2.5146	2.7988
chr10	MTPAP	-	30601764	none	2.3542	2.8039
chr10	NANOS1	+	120791014	none	2.4277	2.7508
chr10	NANOS1	+	120793247	none	2.4277	2.7648
chr10	NMT2	-	15150090	none	2.4583	2.7971
chr10	NOLC1	+	103923612	none	2.6204	2.7987
chr10	NT5C2	-	104847796	none	2.3154	2.7994
chr10	OBFC1	-	105642307	none	2.2029	2.7151
chr10	PANK1	-	91342753	none	2.6353	2.7883
chr10	PCGF5	+	93044011	none	2.4154	2.7290
chr10	PDCD4	+	112658493	none	2.4331	2.7024
chr10	PDCD4	+	112659760	none	2.3000	2.7387
chr10	PHYH	-	13319801	none	2.5053	2.7049
chr10	PHYH	-	13320042	none	2.5053	2.7663
chr10	PLEKHA1	+	124191859	none	2.5608	2.7831
chr10	PPIF	+	81114465	none	2.3581	2.7813
chr10	PPIF	+	81115081	none	2.3581	2.7947
chr10	PPP2R2D	+	133770043	none	2.3221	2.7503
chr10	PRKCQ-AS1	+	6626249	none	2.4690	2.7226
chr10	PRKG1	+	54054881	none	2.3234	2.7927
chr10	PRKG1	+	54058085	none	2.6433	2.7664
chr10	PROSER2	+	11912874	none	2.2602	2.7329
chr10	PRPF18	+	13672764	none	2.4923	2.8047
chr10	PRTFDC1	-	25137551	none	2.5560	2.7273
chr10	PSAP	-	73576061	none	2.5302	2.8047
chr10	PSAP	-	73576316	none	2.5302	2.7804
chr10	PTEN	+	89725284	none	2.4038	2.7608
chr10	PTEN	+	89726124	none	2.3800	2.7337
chr10	PTPLA	-	17632279	none	2.5484	2.7744
chr10	PTPRE	+	129884111	none	2.5120	2.7493
chr10	R3HCC1L	+	100004642	none	2.6043	2.7956
chr10	RAB18	+	27828746	none	2.6139	2.7272
chr10	RBM17	+	6157709	none	2.3798	2.7791
chr10	RBM17	+	6158791	none	2.3798	2.7030
chr10	RPP30	+	92660537	none	2.4165	2.7673
chr10	RSU1	-	16632618	none	2.2678	2.7212
chr10	RSU1	-	16634914	none	2.6284	2.7519
chr10	SAMD8	+	76941873	none	2.5193	2.7987
chr10	SAR1A	-	71909979	none	2.4048	2.8064
chr10	SCD	+	102124570	none	2.5329	2.7900
chr10	SEPHS1	-	13361003	none	2.3165	2.7478
chr10	SGMS1	-	52065365	none	2.6513	2.7640
chr10	SGMS1	-	52065486	none	2.3961	2.7335
chr10	SHOC2	+	112773412	none	2.2986	2.7962
chr10	SLC16A9	-	61410531	none	2.2636	2.7238
chr10	SLC25A16	-	70237759	none	2.3015	2.7319
chr10	SLK	+	105762193	none	2.4240	2.7164
chr10	SLK	+	105787334	none	2.3702	2.7315
chr10	SMC3	+	112361531	none	2.4781	2.7621
chr10	SMNDC1	-	112052811	none	2.4132	2.8065
chr10	SORBS1	-	97071536	none	2.3252	2.7666
chr10	SPOCK2	-	73818802	none	2.5346	2.8056
chr10	TAF3	+	8057500	none	2.5018	2.7373
chr10	TBC1D12	+	96295675	none	2.2866	2.7986
chr10	TCF7L2	+	114927424	none	2.4983	2.8066
chr10	TCTN3	-	97423172	none	2.3316	2.7531
chr10	TCTN3	-	97423645	none	2.3925	2.7726
chr10	TFAM	+	60148563	none	2.4710	2.7401
chr10	THNSL1	+	25314440	none	2.2822	2.7942
chr10	TIAL1	-	121334207	none	2.6299	2.7234
chr10	TM9SF3	-	98280753	none	2.4779	2.7376
chr10	TNKS2	+	93625054	none	2.3643	2.7930
chr10	TRIM8	+	104417853	none	2.6409	2.7938
chr10	TRIM8	+	104418061	none	2.6409	2.7791
chr10	UBE2D1	+	60129349	none	2.4898	2.7777
chr10	UPF2	-	11962036	none	2.3024	2.8034
chr10	UPF2	-	12077165	none	2.3586	2.7287
chr10	UROS	-	127477158	none	2.4291	2.7917
chr10	USP6NL	-	11502536	none	2.2685	2.7691
chr10	VDAC2	+	76991037	none	2.6007	2.8032
chr10	WAC	+	28909465	none	2.6269	2.7001
chr10	WAC	+	28909912	none	2.5090	2.7953
chr10	WAPAL	-	88195020	none	2.4803	2.7887
chr10	WAPAL	-	88259584	none	2.2141	2.7118
chr10	WBP1L	+	104576011	none	2.2045	2.8056
chr10	ZCCHC24	-	81142087	none	2.4560	2.8019
chr10	ZCCHC24	-	81143070	none	2.3057	2.7706
chr10	ZDHHC6	-	114190068	none	2.3053	2.7841
chr10	ZEB1	+	31818116	none	2.4814	2.7379
chr10	ZMIZ1	+	81076126	none	2.5559	2.7137
chr10	ZMIZ1	+	81076273	none	2.3759	2.7674
chr10	ZMYND11	+	300307	none	2.3406	2.7282
chr10	ZNF33A	+	38348979	none	2.4609	2.7837
chr10	ZNF33B	-	43084559	none	2.6159	2.7639
chr10	ZNF503	-	77157604	none	2.3392	2.7703
chr10	ZNF503	-	77157790	none	2.4480	2.7140
chr10	ZNF518A	+	97922038	none	2.5309	2.7174
chr10	ZNF518A	+	97922487	none	2.4498	2.7589
chr10	ZRANB1	+	126675017	none	2.6073	2.7584
chr11	AKIP1	+	8941614	none	2.3368	2.8018
chr11	ANKRD49	+	94230042	none	2.3153	2.7508
chr11	ANKRD49	+	94232729	none	2.4739	2.8059
chr11	AP5B1	-	65541378	none	2.5003	2.7566
chr11	AQP11	+	77320680	none	2.2956	2.7405
chr11	ARHGAP32	-	128838688	none	2.6187	2.7735
chr11	ARHGEF17	+	73080133	none	2.2223	2.7882
chr11	ARL14EP	+	30359759	none	2.5668	2.7723
chr11	ASRGL1	+	62160874	none	2.5916	2.8072
chr11	ATP5L	+	118279887	none	2.6216	2.7771
chr11	ATP5L	+	118280553	none	2.6216	2.7279
chr11	BACE1	-	117156422	none	2.6055	2.7610
chr11	C11orf54	+	93496245	none	2.4674	2.7950
chr11	C11orf58	+	16776888	none	2.4077	2.7630
chr11	C11orf58	+	16778676	none	2.5881	2.7176
chr11	C11orf58	+	16779653	none	2.6216	2.7605
chr11	C11orf74	+	36680821	none	2.3067	2.8057
chr11	C11orf84	+	63595178	none	2.4330	2.8069
chr11	C11orf95	-	63527375	none	2.3964	2.7608
chr11	CADM1	-	115044357	none	2.3481	2.8002
chr11	CASP4	-	104813601	none	2.4032	2.8070
chr11	CCDC34	-	27360064	none	2.2699	2.7723
chr11	CCDC34	-	27362331	none	2.6252	2.7179
chr11	CCDC34	-	27362987	none	2.3694	2.7993
chr11	CCDC34	-	27371893	none	2.3244	2.7268
chr11	CCDC84	+	118886454	none	2.2722	2.8052
chr11	CCDC90B	-	82972503	none	2.5998	2.8055
chr11	CCND1	+	69466267	none	2.6297	2.7481
chr11	CCND1	+	69469227	none	2.4071	2.8054
chr11	CD44	+	35251563	none	2.6189	2.7159
chr11	CD59	-	33730411	none	2.4351	2.7930
chr11	CD59	-	33730990	none	2.5434	2.7226
chr11	CEP57	+	95565393	none	2.5658	2.7105
chr11	CHEK1	+	125527032	none	2.3425	2.7556
chr11	CHKA	-	67820335	none	2.2405	2.7864
chr11	CHORDC1	-	89934617	none	2.4497	2.8049
chr11	CLMP	-	122940588	none	2.4401	2.7551
chr11	CNGA4	+	6266201	none	2.4474	2.7208
chr11	CPT1A	-	68522363	none	2.3060	2.8000
chr11	CREBZF	-	85372119	none	2.4936	2.7839
chr11	CREBZF	-	85372802	none	2.2856	2.7094
chr11	CSTF3	-	33106137	none	2.6711	2.7171
chr11	CTSC	-	88026772	none	2.5101	2.8035
chr11	CTTN	+	70282669	none	2.3882	2.8061
chr11	CWC15	-	94696513	none	2.2270	2.7920
chr11	CWF19L2	-	107325235	none	2.4636	2.7320
chr11	DAK	+	61114382	none	2.3020	2.8070
chr11	DCUN1D5	-	102932821	none	2.4139	2.7815
chr11	DDIAS	+	82645688	none	2.5317	2.8043
chr11	DDX10	+	108811649	none	2.5919	2.7944
chr11	DEAF1	-	644243	none	2.5288	2.7909
chr11	DEPDC7	+	33055105	none	2.4665	2.8005
chr11	DGAT2	+	75512573	none	2.6416	2.7397
chr11	DLAT	+	111934330	none	2.2286	2.7594
chr11	DLAT	+	111934591	none	2.2872	2.7733
chr11	DRAP1	+	65688996	none	2.3900	2.8018
chr11	DTX4	+	58975630	none	2.4092	2.7272
chr11	DTX4	+	58976043	none	2.4090	2.7950
chr11	DUSP8	-	1575281	none	2.3023	2.7974
chr11	EIF3F	+	8019015	none	2.4290	2.7362
chr11	ENDOD1	+	94865800	none	2.4318	2.8003
chr11	EXPH5	-	108376162	none	2.6027	2.7598
chr11	EXT2	+	44266970	none	2.5391	2.7534
chr11	FAM181B	-	82443049	none	2.4529	2.7148
chr11	FAR1	+	13753021	none	2.5209	2.7391
chr11	FAR1	+	13753880	none	2.3966	2.7572
chr11	FCHSD2	-	72547798	none	2.6831	2.8059
chr11	FDX1	+	110333958	none	2.6354	2.7791
chr11	FEZ1	-	125315648	none	2.4758	2.8046
chr11	FNBP4	-	47738081	none	2.2231	2.7895
chr11	FTH1	-	61732024	none	2.4372	2.7795
chr11	GALNT18	-	11292423	none	2.4252	2.7614
chr11	HRASLS5	-	63228876	none	2.4532	2.7991
chr11	IFITM10	-	1756040	none	2.2897	2.8059
chr11	INPPL1	+	71950148	none	2.6375	2.7674
chr11	IPO7	+	9468285	none	2.4861	2.7087
chr11	IPO7	+	9468427	none	2.5039	2.7867
chr11	IPO7	+	9469665	none	2.2895	2.7718
chr11	KBTBD3	-	105924962	none	2.4741	2.7620
chr11	KDM2A	+	67025129	none	2.4190	2.7863
chr11	KDM4D	+	94732673	none	2.4422	2.7788
chr11	KMT2A	+	118396383	none	2.3916	2.7855
chr11	LDLRAD3	+	36253681	none	2.4738	2.8049
chr11	LGR4	-	27387525	none	2.4236	2.7590
chr11	LIN7C	-	27516449	none	2.5630	2.7841
chr11	LYVE1	-	10579883	none	2.5553	2.7230
chr11	MAP6	-	75313918	none	2.2906	2.7320
chr11	MED17	+	93545560	none	2.2761	2.8067
chr11	METTL15	+	28355050	none	2.4470	2.7825
chr11	MPEG1	-	58975988	none	2.5357	2.7862
chr11	MPEG1	-	58976551	none	2.5450	2.7380
chr11	MRE11A	-	94153045	none	2.5533	2.7542
chr11	MRGPRF	-	68771860	none	2.2082	2.8024
chr11	MRPL11	-	66203317	none	2.2099	2.8055
chr11	MRPL48	+	73575638	none	2.2024	2.8069
chr11	MS4A4A	+	60075836	none	2.4005	2.7201
chr11	MS4A7	+	60163408	none	2.5016	2.7152
chr11	MTCH2	-	47640281	none	2.3846	2.8070
chr11	MTMR2	-	95567262	none	2.2490	2.7997
chr11	NAALAD2	+	89925766	none	2.3550	2.7247
chr11	NAV2	+	20143138	none	2.5638	2.7571
chr11	NCAM1	+	113149154	none	2.2530	2.7007
chr11	NPAT	-	108031621	none	2.2196	2.7848
chr11	NUP160	-	47799672	none	2.4944	2.7967
chr11	NUP160	-	47799809	none	2.6724	2.7322
chr11	OLFML1	+	7532134	none	2.4856	2.7364
chr11	PAK1	-	77033070	none	2.4382	2.7829
chr11	PANX1	+	93918748	none	2.5710	2.7484
chr11	PARVA	+	12549810	none	2.3283	2.7708
chr11	PATL1	-	59404200	none	2.3868	2.8052
chr11	PCF11	+	82896826	none	2.6251	2.7166
chr11	PDDC1	-	767229	none	2.4501	2.8065
chr11	PHLDB1	+	118528731	none	2.4075	2.8065
chr11	PHRF1	+	612053	none	2.4200	2.8017
chr11	PIK3C2A	-	17108127	none	2.2284	2.8015
chr11	PLA2G16	-	63342269	none	2.6191	2.7377
chr11	PPP6R3	+	68382044	none	2.3730	2.7265
chr11	PPP6R3	+	68382791	none	2.3498	2.7583
chr11	PRMT3	+	20530833	none	2.5276	2.8063
chr11	PRSS23	+	86520212	none	2.6891	2.8023
chr11	PSMC3	-	47440339	none	2.4002	2.8040
chr11	PSMC3	-	47446725	none	2.4002	2.7378
chr11	PTPMT1	+	47593349	none	2.6048	2.7157
chr11	PTPRJ	+	48192383	none	2.2086	2.7985
chr11	PTS	+	112104521	none	2.5031	2.8034
chr11	RAB30	-	82689141	none	2.5558	2.7007
chr11	RAB30	-	82690316	none	2.5395	2.7193
chr11	RAB30	-	82691031	none	2.3541	2.7354
chr11	RBM4	+	66435837	none	2.2507	2.7874
chr11	RBM4B	-	66432475	none	2.5250	2.8040
chr11	RBM7	+	114279614	none	2.4455	2.7194
chr11	RCN1	+	32127084	none	2.2486	2.7797
chr11	RNASEH2C	-	65487166	none	2.4566	2.7586
chr11	RSF1	-	77375996	none	2.3956	2.7131
chr11	RSF1	-	77413134	none	2.4965	2.7653
chr11	SBF2	-	9800341	none	2.5369	2.7953
chr11	SC5D	+	121179339	none	2.4563	2.8043
chr11	SC5D	+	121184103	none	2.6232	2.7243
chr11	SF1	-	64533261	none	2.5622	2.7594
chr11	SF3B2	+	65836359	none	2.5623	2.8054
chr11	SHANK2	-	70315548	none	2.3208	2.7252
chr11	SIAE	-	124505705	none	2.5506	2.7968
chr11	SIAE	-	124505853	none	2.5506	2.7293
chr11	SLC35C1	+	45833109	none	2.5185	2.7795
chr11	SLC35F2	-	107661732	none	2.3296	2.7946
chr11	SLC36A4	-	92877346	none	2.3799	2.7216
chr11	SLC36A4	-	92880862	none	2.6743	2.7397
chr11	SLC36A4	-	92881445	none	2.4374	2.7820
chr11	SLCO2B1	+	74917302	none	2.4576	2.7193
chr11	SORL1	+	121504386	none	2.4544	2.8071
chr11	SRSF8	+	94804377	none	2.2384	2.7184
chr11	STIM1	+	4114431	none	2.4936	2.8059
chr11	STK33	-	8413422	none	2.3329	2.7442
chr11	SYT7	-	61282949	none	2.4458	2.8019
chr11	TIMM10B	+	6505903	none	2.6512	2.7610
chr11	TMEM136	+	120204393	none	2.5419	2.7459
chr11	TMEM179B	+	62557709	none	2.3982	2.8067
chr11	TMEM41B	-	9302211	none	2.3297	2.8054
chr11	TMEM9B	-	8968844	none	2.3796	2.7978
chr11	TPP1	-	6634009	none	2.6258	2.7724
chr11	TRAF6	-	36505323	none	2.2320	2.7692
chr11	TRAF6	-	36509597	none	2.2320	2.7256
chr11	TSG101	-	18501870	none	2.4748	2.7993
chr11	UCP3	-	73711333	none	2.3954	2.7507
chr11	USP47	+	11978107	none	2.6350	2.7262
chr11	UVRAG	+	75853684	none	2.3868	2.7862
chr11	VWA5A	+	123995540	none	2.6313	2.7412
chr11	VWA5A	+	124017606	none	2.2531	2.7721
chr11	WEE1	+	9608383	none	2.3080	2.7472
chr11	ZC3H12C	+	110042558	none	2.5428	2.7180
chr11	ZDHHC5	+	57468648	none	2.5978	2.8020
chr11	ZFPL1	+	64855862	none	2.4625	2.7932
chr11	ZNF143	+	9549823	none	2.5318	2.7963
chr11	ZNF143	+	9550060	none	2.5318	2.7934
chr12	ACVR1B	+	52390851	none	2.4711	2.8069
chr12	AGAP2	-	58118980	none	2.3569	2.7540
chr12	ALDH2	+	112247777	none	2.3347	2.8069
chr12	ANAPC7	-	110813286	none	2.3806	2.7334
chr12	ARF3	-	49330016	none	2.3514	2.7580
chr12	ARF3	-	49332494	none	2.3514	2.7392
chr12	ARID2	+	46300321	none	2.3351	2.7781
chr12	ATP2B1	-	89981835	none	2.3317	2.7558
chr12	ATP2B1	-	89984081	none	2.4577	2.7376
chr12	AVPR1A	-	63536548	none	2.4654	2.7317
chr12	AVPR1A	-	63537021	none	2.5210	2.7300
chr12	BBS10	-	76738293	none	2.4534	2.7512
chr12	BBS10	-	76738517	none	2.4534	2.7944
chr12	BCAT1	-	24964298	none	2.6914	2.7838
chr12	BCAT1	-	24967754	none	2.6914	2.7461
chr12	BHLHE41	-	26273197	none	2.2854	2.7975
chr12	BHLHE41	-	26273361	none	2.2854	2.7917
chr12	BICD1	+	32261724	none	2.3395	2.7171
chr12	C12orf5	+	4462336	none	2.4739	2.8010
chr12	C12orf5	+	4469190	none	2.6257	2.7088
chr12	C12orf65	+	123742473	none	2.3245	2.7463
chr12	C12orf75	+	105765282	none	2.5674	2.7467
chr12	C2CD5	-	22601516	none	2.3043	2.8071
chr12	CACNA2D4	-	1901133	none	2.2663	2.7440
chr12	CALCOCO1	-	54104906	none	2.3311	2.8070
chr12	CAMKK2	-	121675532	none	2.6390	2.8061
chr12	CAND1	+	67706979	none	2.3348	2.7944
chr12	CAPRIN2	-	30862510	none	2.5132	2.8002
chr12	CCDC59	-	82746780	none	2.6777	2.7632
chr12	CCDC62	+	123311751	none	2.2654	2.7326
chr12	CCDC65	+	49315262	none	2.3892	2.7666
chr12	CCDC65	+	49315355	none	2.3930	2.7518
chr12	CCDC77	+	551798	none	2.5292	2.8045
chr12	CCDC91	+	28605462	none	2.4049	2.7612
chr12	CCT2	+	69986815	none	2.2800	2.7303
chr12	CCT2	+	69995333	none	2.2800	2.8071
chr12	CD63	-	56119262	none	2.3905	2.8070
chr12	CD69	-	9905092	none	2.2063	2.8065
chr12	CEP290	-	88453700	none	2.5630	2.7344
chr12	CHFR	-	133416947	none	2.6417	2.7986
chr12	CHPT1	+	102122842	none	2.6244	2.8066
chr12	CLEC7A	-	10269388	none	2.4557	2.7428
chr12	CLIP1	-	122756018	none	2.2658	2.7164
chr12	CLIP1	-	122817577	none	2.6670	2.7838
chr12	CMAS	+	22218249	none	2.3260	2.7633
chr12	CMAS	+	22218591	none	2.3260	2.8047
chr12	CNOT2	+	70748765	none	2.5526	2.7797
chr12	CNPY2	-	56704221	none	2.3003	2.7929
chr12	COPZ1	+	54744650	none	2.5548	2.7557
chr12	COPZ1	+	54745612	none	2.5548	2.7097
chr12	CORO1C	-	109038898	none	2.5331	2.7917
chr12	CPNE8	-	39046172	none	2.6314	2.7449
chr12	CREBL2	+	12798035	none	2.5872	2.7841
chr12	CSRNP2	-	51454993	none	2.4703	2.8035
chr12	CTDSP2	-	58213717	none	2.3804	2.7832
chr12	DCN	-	91539313	none	2.4313	2.8050
chr12	DCTN2	-	57924103	none	2.3652	2.8068
chr12	DDX55	+	124105480	none	2.3476	2.7884
chr12	DENND5B	-	31535167	none	2.4350	2.7896
chr12	DENR	+	123255349	none	2.4155	2.7985
chr12	DNM1L	+	32896550	none	2.5021	2.7681
chr12	DNM1L	+	32898473	none	2.6311	2.7861
chr12	DUSP16	-	12627165	none	2.5548	2.8063
chr12	DUSP16	-	12628834	none	2.3430	2.7472
chr12	EP400NL	+	132593436	none	2.4786	2.7261
chr12	ERC1	+	1605083	none	2.5505	2.7969
chr12	ERGIC2	-	29493680	none	2.5584	2.7966
chr12	ERGIC2	-	29493996	none	2.5584	2.7963
chr12	ETNK1	+	22843584	none	2.4298	2.7063
chr12	FAM216A	+	110928178	none	2.4952	2.8058
chr12	FBRSL1	+	133160882	none	2.4386	2.7594
chr12	FBXL14	-	1700530	none	2.4097	2.8003
chr12	FBXW8	+	117470296	none	2.6270	2.7675
chr12	FGFR1OP2	+	27119580	none	2.5101	2.7905
chr12	FKBP11	-	49315776	none	2.4802	2.8054
chr12	GDF11	+	56147766	none	2.4878	2.7201
chr12	GLT8D2	-	104382771	none	2.6116	2.8019
chr12	GLT8D2	-	104383055	none	2.6114	2.7711
chr12	GNS	-	65107237	none	2.6181	2.8042
chr12	GOLGA3	-	133345507	none	2.5487	2.7053
chr12	GOLGA3	-	133347628	none	2.4530	2.7024
chr12	GTF2H3	+	124147143	none	2.4297	2.7777
chr12	GXYLT1	-	42475659	none	2.3098	2.8005
chr12	HECTD4	-	112598131	none	2.6290	2.7951
chr12	HSP90B1	+	104331534	none	2.4062	2.7399
chr12	IGF1	-	102789674	none	2.3029	2.7398
chr12	IRAK3	+	66647200	none	2.5536	2.7042
chr12	IRAK4	+	44183337	none	2.2892	2.7601
chr12	ISCU	+	108963124	none	2.6747	2.7923
chr12	ITPR2	-	26489448	none	2.2828	2.7464
chr12	KCNMB4	+	70824791	none	2.4124	2.7976
chr12	KCTD10	-	109886468	none	2.6169	2.7013
chr12	KDM2B	-	121866992	none	2.5103	2.7943
chr12	KDM2B	-	121867581	none	2.5699	2.7375
chr12	KDM5A	-	419061	none	2.6864	2.7521
chr12	KIAA1551	+	32146037	none	2.5541	2.8012
chr12	KIF21A	-	39687039	none	2.5472	2.7785
chr12	KIF21A	-	39745628	none	2.6150	2.7600
chr12	KITLG	-	88886574	none	2.5136	2.7564
chr12	KMT2D	-	49412770	none	2.5326	2.8035
chr12	KMT2D	-	49413021	none	2.5147	2.7199
chr12	KRR1	-	75893612	none	2.2434	2.7767
chr12	KRT7	+	52642677	none	2.5613	2.7971
chr12	KRT8	-	53290976	none	2.5656	2.7676
chr12	LINC00938	-	46119516	none	2.3766	2.7732
chr12	LINC00938	-	46119818	none	2.3983	2.7864
chr12	LINC01481	-	70636090	none	2.5119	2.7695
chr12	LLPH	-	66516855	none	2.4305	2.8005
chr12	LOC100129361	+	11324858	none	2.3686	2.7874
chr12	LOC100129361	+	11325364	none	2.4094	2.7211
chr12	LOH12CR1	+	12619063	none	2.3221	2.7061
chr12	LRRK2	+	40762095	none	2.2823	2.7708
chr12	MAPKAPK5	+	112330959	none	2.5131	2.7437
chr12	MED21	+	27182679	none	2.3735	2.7608
chr12	METAP2	+	95908105	none	2.2092	2.7566
chr12	METAP2	+	95909600	none	2.2557	2.7258
chr12	MFAP5	-	8798543	none	2.6252	2.7095
chr12	MFAP5	-	8800474	none	2.4503	2.7569
chr12	MLXIP	+	122631882	none	2.4245	2.7743
chr12	MPHOSPH9	-	123640948	none	2.3347	2.7773
chr12	MRPL51	-	6601322	none	2.3630	2.8070
chr12	NAA25	-	112465598	none	2.5349	2.7066
chr12	NAP1L1	-	76443353	none	2.4635	2.7363
chr12	NAP1L1	-	76453598	none	2.6405	2.7739
chr12	NCKAP1L	+	54936889	none	2.4476	2.7705
chr12	NDUFA9	+	4796392	none	2.4427	2.8032
chr12	NEDD1	+	97346991	none	2.5282	2.7591
chr12	NEDD1	+	97347113	none	2.6044	2.7781
chr12	NFYB	-	104511875	none	2.3456	2.7393
chr12	NUP107	+	69136308	none	2.4285	2.7459
chr12	NUP107	+	69136456	none	2.2338	2.7939
chr12	ORAI1	+	122081002	none	2.6530	2.7988
chr12	ORMDL2	+	56214249	none	2.6058	2.7938
chr12	OSBPL8	-	76745590	none	2.2175	2.8022
chr12	PCBP2	+	53873404	none	2.3497	2.7705
chr12	PCBP2	+	53874944	none	2.2854	2.7021
chr12	PHLDA1	-	76423355	none	2.4996	2.7754
chr12	PLBD2	+	113829375	none	2.3143	2.8058
chr12	PPHLN1	+	42835754	none	2.3860	2.7801
chr12	PPP1CC	-	111157662	none	2.5808	2.8071
chr12	PPP1CC	-	111159620	none	2.5808	2.7155
chr12	PPP1R12A	-	80167356	none	2.2447	2.7648
chr12	PPP1R12A	-	80167605	none	2.5540	2.8014
chr12	PPP1R12A	-	80191076	none	2.3514	2.7145
chr12	PRDM4	-	108126663	none	2.5511	2.8069
chr12	PRICKLE1	-	42852604	none	2.3832	2.7310
chr12	PRIM1	-	57124172	none	2.4159	2.7896
chr12	PRIM1	-	57125364	none	2.4159	2.7375
chr12	PSMD9	+	122354539	none	2.6049	2.8052
chr12	PWP1	+	108107226	none	2.5054	2.7521
chr12	RAB35	-	120532917	none	2.2612	2.7911
chr12	RAD51AP1	+	4669207	none	2.4527	2.7986
chr12	RAN	+	131361868	none	2.3902	2.7831
chr12	RAN	+	131362211	none	2.2399	2.7943
chr12	RERG	-	15260728	none	2.2977	2.8061
chr12	RHNO1	+	2998167	none	2.3366	2.7952
chr12	RILPL1	-	123956761	none	2.4558	2.7948
chr12	RITA1	+	113629949	none	2.3157	2.8004
chr12	RITA1	+	113630163	none	2.4109	2.7842
chr12	RNF34	+	121862143	none	2.3100	2.8069
chr12	RNF41	-	56598293	none	2.5440	2.7616
chr12	RPAP3	-	48057084	none	2.4825	2.7939
chr12	RPAP3	-	48095314	none	2.3132	2.7491
chr12	RSRC2	-	122989610	none	2.3503	2.7753
chr12	SART3	-	108916357	none	2.4772	2.7739
chr12	SART3	-	108916472	none	2.3140	2.7297
chr12	SBNO1	-	123779084	none	2.3273	2.7882
chr12	SCAF11	-	46312929	none	2.4004	2.7607
chr12	SENP1	-	48436996	none	2.5277	2.7231
chr12	SETD8	+	123893901	none	2.4449	2.7869
chr12	SLC2A13	-	40148834	none	2.2224	2.8061
chr12	SLC48A1	+	48175442	none	2.4541	2.8047
chr12	SLC48A1	+	48176539	none	2.4541	2.7148
chr12	SLC6A12	-	300721	none	2.3096	2.7271
chr12	SLC6A15	-	85254442	none	2.5621	2.7787
chr12	SLC8B1	-	113736585	none	2.5633	2.7911
chr12	SMARCC2	-	56556155	none	2.5534	2.8052
chr12	SOCS2	+	93969978	none	2.3546	2.8002
chr12	SPRYD3	-	53458398	none	2.3021	2.7806
chr12	SPX	+	21685453	none	2.5777	2.7760
chr12	SRGAP1	+	64541613	none	2.5181	2.7149
chr12	SUDS3	+	118855521	none	2.3566	2.7963
chr12	SYT1	+	79845782	none	2.5552	2.7826
chr12	TAOK3	-	118587738	none	2.5096	2.7972
chr12	TAOK3	-	118588774	none	2.3142	2.7343
chr12	TCP11L2	+	106743103	none	2.5895	2.8070
chr12	TFCP2	-	51487550	none	2.5221	2.7966
chr12	TFCP2	-	51488645	none	2.5221	2.7637
chr12	TM7SF3	-	27124518	none	2.2604	2.7106
chr12	TM7SF3	-	27126592	none	2.2604	2.8017
chr12	TMBIM6	+	50158504	none	2.2337	2.7774
chr12	TMBIM6	+	50158696	none	2.2337	2.8065
chr12	TMED2	+	124082679	none	2.3056	2.8067
chr12	TMEM116	-	112369105	none	2.6613	2.8060
chr12	TMPO	+	98929398	none	2.3320	2.7631
chr12	TMPO	+	98944093	none	2.3320	2.8052
chr12	TMTC2	+	83528635	none	2.5738	2.7420
chr12	TMTC3	+	88589294	none	2.5987	2.7384
chr12	TRHDE	+	73059386	none	2.2034	2.7332
chr12	TSFM	+	58190509	none	2.5562	2.7848
chr12	TSPAN9	+	3395718	none	2.3795	2.8026
chr12	TUBA1C	+	49667093	none	2.5737	2.8071
chr12	UBE3B	+	109974495	none	2.2196	2.7854
chr12	UHRF1BP1L	-	100430856	none	2.6634	2.7222
chr12	USP15	+	62798426	none	2.3344	2.7234
chr12	UTP20	+	101780388	none	2.5020	2.8060
chr12	VPS33A	-	122716130	none	2.3709	2.7351
chr12	VSIG10	-	118501400	none	2.5739	2.8002
chr12	WBP11	-	14939432	none	2.2652	2.7490
chr12	WIF1	-	65444409	none	2.6083	2.7140
chr12	WNK1	+	1020449	none	2.4937	2.7751
chr12	WSB2	-	118470721	none	2.2840	2.8054
chr12	XRCC6BP1	+	58350915	none	2.3109	2.7845
chr12	YAF2	-	42553252	none	2.5148	2.7253
chr12	YBX3	-	10851695	none	2.3625	2.8043
chr12	YBX3	-	10852179	none	2.3625	2.7739
