chrom	geneName	strand	location	assigned_tissue_type	Hvalue	AdjustedHvalue
chr11	WEE1	+	9614996	Testis	1.3017	1.5387
chr11	ZBED5	-	10875023	Bcell+Muscle+hES	1.7485	1.8415
chr11	ZC3H12C	+	109964825	Testis	0.4354	0.8560
chr11	ZC3H12C	+	109997013	Bcell+hES	1.5031	1.6373
chr11	ZDHHC13	+	19197599	Testis	1.3098	1.5010
chr11	ZPR1	-	116644529	Brain	1.4470	2.0703
chr11	ZPR1	-	116645182	Bcell	1.6789	1.8087
chr12	ADIPOR2	+	1895424	Testis	1.5744	1.9482
chr12	AEBP2	+	19593834	Bcell	1.3079	1.7473
chr12	ANKLE2	-	133330884	Bcell+hES	1.2933	1.7775
chr12	ANKRD13A	+	110470584	Bcell+Muscle	1.6895	2.0946
chr12	ANKS1B	-	100174693	Ovary+Muscle+Bcell	0.7122	0.8212
chr12	ANKS1B	-	100360164	hES+Bcell	1.5954	1.5260
chr12	ARID2	+	46165767	Bcell	1.6541	1.7803
chr12	ARID2	+	46287488	Testis+Muscle	1.5743	2.1006
chr12	ARID2	+	46299241	Testis	1.0173	1.5871
chr12	ATF7IP	+	14528488	Bcell+Brain+Breast	1.4964	1.7539
chr12	ATF7IP	+	14634485	hES	1.4799	2.1630
chr12	ATN1	+	7053098	Bcell	0.1727	0.2590
chr12	ATP6V0A2	+	124222227	hES+Testis+Brain	1.7375	1.9025
chr12	ATXN2	-	111947802	Bcell+hES	1.3066	1.3697
chr12	ATXN2	-	112019712	hES+Ovary+Muscle	0.8750	0.9705
chr12	BAZ2A	-	56990479	Muscle+Bcell+Testis	1.1073	1.3776
chr12	BEST3	-	70047389	Muscle+hES+Testis	1.6895	2.1945
chr12	BRAP	-	112081906	Testis	1.4519	2.1884
chr12	BRAP	-	112082310	Testis	0.9284	1.5318
chr12	C12orf73	-	104345260	hES+Testis	1.6329	1.9905
chr12	CAND1	+	67678051	Bcell+Breast+Muscle	1.0279	1.4288
chr12	CBX5	-	54665634	Bcell+Muscle	1.6795	2.0356
chr12	CCDC59	-	82748725	Bcell+Breast	1.2357	1.4291
chr12	CCDC60	+	119978837	Testis+Ovary	1.7678	1.9239
chr12	CCDC91	+	28702131	Testis+Ovary	1.1192	1.7799
chr12	CCNT1	-	49086681	Testis	0.4475	0.6503
chr12	CDKN1B	+	12874123	Testis+Ovary	0.4342	0.5312
chr12	CEP290	-	88465619	Ovary+hES	1.3718	2.1931
chr12	CIT	-	120125567	Testis+Ovary	1.3594	1.6066
chr12	CNTN1	+	41366234	Bcell	1.4589	1.8809
chr12	CNTN1	+	41367358	Bcell+Muscle+Brain	1.6435	1.8531
chr12	CORO1C	-	109042389	Testis	1.3750	2.1550
chr12	CRADD	+	94132393	hES+Testis	1.6651	2.0327
chr12	CRADD	+	94209876	Testis+Bcell	0.8295	1.2690
chr12	DAZAP2	+	51639181	hES	0.5415	0.6849
chr12	DENND5B	-	31540280	Testis+Bcell	1.3836	1.7502
chr12	DENND5B	-	31604638	hES	1.1402	1.9992
chr12	DHX37	-	125440945	Bcell	0.9578	1.6702
chr12	EPS8	-	15774051	Testis+Bcell	1.3012	1.7190
chr12	ETNK1	+	22797347	Bcell+hES	1.5758	1.6720
chr12	ETNK1	+	22809744	Muscle	1.4145	1.4945
chr12	ETV6	+	11993791	Bcell+Testis	1.3393	1.8933
chr12	FGD4	+	32793583	Testis+Bcell	0.9133	1.0149
chr12	FKBP4	+	2914570	Bcell	1.2867	1.8873
chr12	FRS2	+	69966572	Bcell+Testis	0.9139	1.1925
chr12	GOLGA3	-	133389590	Testis	1.1324	1.6155
chr12	GPN3	-	110899186	Bcell+hES+Ovary	1.5800	1.5506
chr12	GRIP1	-	66742465	Testis	1.5521	1.4333
chr12	HECTD4	-	112600597	Bcell	1.5410	1.8301
chr12	HOXC4	+	54446151	Testis	1.7118	1.9668
chr12	KRR1	-	75895431	Bcell	1.6907	2.0606
chr12	LEMD3	+	65565380	Bcell+Breast	1.7832	1.7613
chr12	LIN7A	-	81191178	Testis	1.6419	1.8958
chr12	LINC01481	-	70612914	Testis+Muscle	1.7962	1.8645
chr12	LOH12CR1	+	12526238	Bcell	1.0261	1.6458
chr12	LOH12CR1	+	12614827	Bcell+Testis	1.3301	1.9065
chr12	LUM	-	91496655	hES+Muscle+Bcell	1.5259	2.1089
chr12	LYRM5	+	25349001	Bcell	0.7455	1.3681
chr12	M6PR	-	9094243	Testis+Muscle	1.4727	2.0530
chr12	MED13L	-	116396968	Bcell	1.4205	1.8157
chr12	MGP	-	15033024	hES+Bcell	1.1595	1.2770
chr12	MGP	-	15033843	Bcell+hES	1.2748	1.5230
chr12	MSRB3	+	65857168	Testis+Muscle	1.6832	2.1800
chr12	NAA25	-	112516144	Bcell	1.2342	1.2488
chr12	NAP1L1	-	76438681	Brain	1.2079	2.0951
chr12	NCOR2	-	124820906	Bcell	0.1478	0.4605
chr12	NEDD1	+	97346037	Testis	0.6003	0.9840
chr12	NTN4	-	96180570	Bcell+Testis	1.6986	1.8044
chr12	OSBPL8	-	76896717	Bcell	0.5287	0.8594
chr12	PAWR	-	80061261	Bcell	0.5872	0.9528
chr12	PEX5	+	7371157	Testis	0.9584	1.0102
chr12	PIP4K2C	+	57992379	hES+Bcell+Muscle	1.5734	1.6694
chr12	PLEKHA5	+	19495745	Breast+Bcell+Brain	1.4590	1.4889
chr12	PLEKHA5	+	19521025	Muscle+hES+Bcell	1.2180	1.2395
chr12	POC1B	-	89814676	Testis	0.8015	1.1065
chr12	PRICKLE1	-	42853563	Testis+Bcell+Muscle	1.4087	1.5860
chr12	PTPN11	+	112943774	Testis	0.2537	0.5581
chr12	PXN	-	120650538	hES	1.0903	1.8509
chr12	PXN	-	120655739	Bcell	1.2809	2.0642
chr12	RAB21	+	72179507	Testis	0.1067	0.2822
chr12	RASSF8	+	26221944	Testis+Bcell+hES	1.3545	1.3847
chr12	RSRC2	-	122989930	Testis	1.1776	1.3138
chr12	SART3	-	108954235	Bcell+Testis+Breast	1.2340	1.5158
chr12	SCAF11	-	46316148	Testis+Bcell	1.7860	2.0077
chr12	SCARB1	-	125270250	Testis	0.4471	0.5278
chr12	SDS	-	113829325	hES+Testis	1.5116	1.6921
chr12	SFSWAP	+	132267871	Bcell	1.5139	1.6977
chr12	SH2B3	+	111887005	Testis+hES	0.6658	0.9471
chr12	SLC15A4	-	129278625	Testis	1.1927	1.4825
chr12	SLC16A7	+	60173464	Testis	0.8155	1.0262
chr12	SLC16A7	+	60182946	hES+Muscle	1.7212	1.6390
chr12	SLC38A2	-	46766389	Bcell	0.5142	0.7626
chr12	SLC41A2	-	105309081	Bcell+Muscle	0.7979	0.9798
chr12	SNRNP35	+	123950800	hES	0.8879	1.5519
chr12	SNRNP35	+	123952207	Bcell	1.2982	1.5870
chr12	SNRPF	+	96260230	Brain+Bcell	1.7754	2.1154
chr12	SOX5	-	23686818	Testis	0.3848	0.5098
chr12	SOX5	-	23686984	Testis+Ovary	1.1956	1.1920
chr12	SOX5	-	24152552	hES+Muscle+Bcell	1.5889	1.6638
chr12	SOX5	-	24329884	Brain+Breast+Bcell	1.0702	1.1518
chr12	SP1	+	53805410	Bcell+Muscle+Testis	0.7452	1.3508
chr12	SRGAP1	+	64536615	Testis+Muscle	1.6062	1.8356
chr12	STK38L	+	27438336	hES+Muscle	1.3540	1.5465
chr12	STX2	-	131276138	Testis+hES	1.1283	1.3942
chr12	SVOP	-	109306185	Testis+Muscle+Ovary	1.7992	1.9799
chr12	SYCP3	-	102122429	Testis+Ovary	1.0120	1.2795
chr12	SYCP3	-	102122916	Testis	1.1620	1.6948
chr12	SYT1	+	79441102	Testis+Muscle+Ovary	1.7441	1.8201
chr12	TAOK3	-	118692290	Bcell	1.4279	1.5570
chr12	THAP2	+	72057740	Testis+Bcell	1.7426	2.0367
chr12	TMBIM4	-	66554442	Bcell+hES	0.9342	1.0939
chr12	TMEM263	+	107366437	Bcell+Muscle	1.4528	1.9503
chr12	TSFM	+	58196473	Testis	0.4236	0.7524
chr12	TUBA1A	-	49579806	Bcell+Muscle+Testis	1.2637	1.3272
chr12	TWF1	-	44189366	Testis	0.3767	0.7562
chr12	TXNRD1	+	104746503	Bcell	0.5755	0.7720
chr12	UBE2N	-	93799473	Brain+Breast	1.4599	1.9446
chr12	UBE2N	-	93803692	Testis	0.9741	1.5068
chr12	UBE3B	+	109972815	Testis	1.7257	1.7626
chr12	UHRF1BP1L	-	100431300	Testis	0.8895	1.7962
chr12	VEZT	+	95698466	hES	1.6863	1.6575
chr12	VWF	-	6216455	Brain+Bcell+hES	1.2333	1.3805
chr12	WBP11	-	14938975	Ovary	1.6733	1.9132
chr12	WNK1	+	875433	Bcell	0.4430	0.9789
chr12	YAF2	-	42618185	Bcell+hES	1.3466	1.5641
chr12	YAF2	-	42619028	hES+Bcell	1.7920	1.8588
chr12	YEATS4	+	69778223	Bcell	1.2714	1.7191
chr12	ZFC3H1	-	72025883	Testis+Muscle	1.3530	1.6443
chr12	ZNF891	-	133697844	Muscle+Testis+Brain	1.6689	2.0869
chr13	ARHGEF7	+	111886362	Bcell	0.7342	1.2150
chr13	ARHGEF7	+	111933143	Testis	0.2707	0.6082
chr13	ARHGEF7	+	111947533	Brain+Testis+hES	1.4595	1.5108
chr13	ATP11A	+	113538268	Bcell	1.5606	1.7363
chr13	CDK8	+	26978432	Testis	0.2077	0.8610
chr13	CKAP2	+	53039970	Bcell	1.1487	1.7293
chr13	COG3	+	46039947	Muscle+Testis	1.7880	1.9756
chr13	CRYL1	-	21057446	Ovary+Bcell	1.3241	1.5303
chr13	CUL4A	+	113873464	Bcell	1.3155	1.4132
chr13	CUL4A	+	113884527	Bcell+Testis	1.6153	1.9177
chr13	DIAPH3	-	60348297	Testis	1.2613	1.9467
chr13	DIS3	-	73333859	Brain+Testis	0.9808	1.9790
chr13	ENOX1	-	43787919	Testis+Muscle	1.3082	1.6303
chr13	FLT1	-	28875256	Testis	1.2590	1.5067
chr13	FLT1	-	28942231	hES+Bcell+Muscle	1.5448	1.7846
chr13	GPC6	+	94202620	Bcell+hES+Muscle	1.7775	2.0184
chr13	GTF2F2	+	45859031	Bcell	1.3483	2.1084
chr13	INTS6	-	51992946	Bcell+Brain+Breast	1.4945	1.8000
chr13	KIAA0226L	-	46917471	Testis+Muscle+hES	1.5079	1.8513
chr13	KLF5	+	73650184	Testis+Bcell+Ovary	1.0983	1.2513
chr13	KPNA3	-	50275614	Testis	0.5648	0.6871
chr13	LAMP1	+	113975714	Bcell	0.4635	0.5732
chr13	LATS2	-	21548763	Testis	0.6957	0.9155
chr13	LATS2	-	21554185	Bcell+hES	1.3508	1.9736
chr13	MRPS31P5	-	52752057	Brain+Breast+Muscle	1.2386	1.6090
chr13	MTMR6	-	25822979	Testis	0.9568	1.3975
chr13	MYCBP2	-	77747877	Bcell	1.7283	1.9374
chr13	N4BP2L1	-	32999093	Bcell+Testis	1.6072	2.1515
chr13	NALCN	-	101916037	Muscle+hES+Bcell	1.5147	1.6951
chr13	NDFIP2	+	80127049	Testis	0.9673	2.0985
chr13	POSTN	-	38158922	Brain	1.6199	1.9868
chr13	PROSER1	-	39600788	Bcell	1.1479	1.8605
chr13	PSPC1	-	20332119	Testis+hES+Muscle	1.3466	1.9016
chr13	RASA3	-	114848648	Bcell	1.0664	1.6512
chr13	RB1	+	49056290	Bcell	1.6989	2.1029
chr13	RFC3	+	34540684	Testis+Muscle	1.7578	2.0716
chr13	RNF6	-	26788710	Testis	0.4339	0.8493
chr13	RNF6	-	26793266	Bcell	1.0763	1.4913
chr13	SACS	-	23942089	hES+Bcell	1.7921	1.8182
chr13	SMAD9	-	37440403	hES+Bcell+Muscle	1.2376	1.2864
chr13	SPG20	-	36900629	Testis	1.2139	1.3401
chr13	TMCO3	+	114152962	Bcell	0.7860	0.8452
chr13	TMCO3	+	114189590	Muscle+hES	1.4088	2.0706
chr13	TMTC4	-	101275032	hES+Brain	1.5710	1.9424
chr13	TUBGCP3	-	113197657	hES	1.6268	1.7329
chr13	UBAC2	+	100018036	Bcell	0.8304	1.0672
chr13	UBL3	-	30341214	Testis	0.1365	0.3144
chr13	WASF3	+	27260116	Testis	0.8733	0.8952
chr13	WDFY2	+	52180919	Bcell+Muscle	1.2725	1.7300
chr13	ZC3H13	-	46584295	Bcell+hES	0.8747	1.1646
chr13	ZDHHC20	-	21950509	Testis+Muscle	0.3123	0.4274
chr13	ZMYM2	+	20593883	Bcell+Breast+Testis	1.2985	1.5036
chr13	ZMYM2	+	20596924	Bcell	1.4753	1.8819
chr13	ZMYM2	+	20611205	Testis	1.3724	1.8456
chr13	ZMYM2	+	20642489	Testis	0.7979	1.5002
chr13	ZMYM5	-	20423148	Bcell+Breast	0.7133	0.9510
chr14	ACTR10	+	58685113	Bcell+hES	1.6438	1.7353
chr14	AHNAK2	-	105425972	hES+Bcell+Muscle	1.6684	1.7794
chr14	AP4S1	+	31555002	Testis	1.3285	1.6684
chr14	AP5M1	+	57742599	Bcell+Ovary	1.5927	2.0996
chr14	AREL1	-	75140284	Bcell	0.9878	1.5090
chr14	ATG2B	-	96759325	Testis	0.2870	0.6677
chr14	ATP5S	+	50789617	Muscle+Brain+Breast	1.6520	1.8856
chr14	BAG5	-	104025965	Testis	1.2165	1.8860
chr14	BTBD7	-	93708254	Bcell+Testis	1.2447	1.9068
chr14	C14orf142	-	93669779	Testis	0.4949	0.7470
chr14	C14orf142	-	93672865	Bcell+hES	1.4702	1.9944
chr14	CCDC176	+	74507511	Brain+Bcell	1.6922	2.0450
chr14	CCDC176	+	74524452	Testis+hES	1.4893	2.0726
chr14	CFL2	-	35178321	Bcell+hES+Breast	1.6948	1.9859
chr14	CPSF2	+	92628401	Testis	1.5897	1.8526
chr14	DACT1	+	59113930	Testis+hES+Muscle	1.5151	1.7546
chr14	DDHD1	-	53513478	Testis+Muscle	0.5815	0.8909
chr14	DDHD1	-	53547901	Muscle+Bcell	1.5213	1.8999
chr14	DICER1	-	95561687	Bcell	1.6227	1.7185
chr14	DNAAF2	-	50100121	Bcell	0.8750	1.3029
chr14	EML1	+	100406554	Testis+Bcell+Ovary	1.3060	1.3932
chr14	ESR2	-	64803144	Brain+Testis	1.5114	1.8679
chr14	FBXO34	+	55766218	Bcell	0.9863	1.4099
chr14	FLJ31306	-	58760907	Bcell	1.4730	1.5497
chr14	FOXG1	+	29241357	Muscle+Breast	1.5878	2.1377
chr14	FOXN3	-	89878190	Bcell+hES+Breast	1.4203	1.5619
chr14	FRMD6	+	52195672	Testis	0.9564	1.3360
chr14	G2E3	+	31085870	Brain+Bcell+Testis	1.4688	2.1217
chr14	GMFB	-	54946655	Bcell+Breast	1.0926	1.4530
chr14	GNG2	+	52388784	Bcell+hES+Muscle	1.1701	1.3352
chr14	GNG2	+	52433750	Testis	1.6359	1.7995
chr14	GPATCH2L	+	76668348	Testis	0.5905	1.0520
chr14	HNRNPC	-	21731292	Bcell+Breast	0.7135	0.8685
chr14	IRF2BPL	-	77491622	Bcell	1.6336	1.7233
chr14	ISCA2	+	74961788	Testis	1.4428	1.6309
chr14	JKAMP	+	59970842	Testis+Bcell	1.1567	1.5298
chr14	KLHL28	-	45398019	Testis	1.4761	1.6696
chr14	MAP4K5	-	50978997	Bcell	1.0651	1.4057
chr14	MEG3	+	101298451	Breast	1.7739	1.9554
chr14	METTL3	-	21975979	Bcell+Muscle	1.0316	1.4153
chr14	NAA30	+	57876428	Testis+Bcell	0.9658	1.1295
chr14	NEK9	-	75574236	Bcell+Testis	1.6321	1.9957
chr14	NEMF	-	50267255	hES	0.6105	0.9458
chr14	NIN	-	51192553	Testis	1.6205	2.0702
chr14	NPAS3	+	33454901	Muscle+Bcell	1.0354	1.4692
chr14	PAPOLA	+	97001924	Brain	1.4789	1.9343
chr14	PNP	+	20950102	Bcell	1.4182	1.6849
chr14	PPP2R3C	-	35578153	Bcell	1.7917	1.8162
chr14	PSEN1	+	73640913	Bcell+Muscle+Testis	1.4986	1.7702
chr14	PSEN1	+	73661620	hES	0.2996	0.5945
chr14	RGS6	+	72441411	Bcell+hES	1.5118	1.6915
chr14	SAMD4A	+	55051305	Bcell	0.4733	0.6386
chr14	SAMD4A	+	55090201	Breast+Brain	1.2715	1.3736
chr14	SAMD4A	+	55169578	hES+Testis+Ovary	1.5434	1.6608
chr14	SAV1	-	51101803	Testis+Bcell	1.1776	1.7595
chr14	SEC23A	-	39560309	hES+Bcell	1.1137	1.4298
chr14	SNAPC1	+	62242959	hES	1.1253	2.0430
chr14	SNW1	-	78186440	hES	1.2191	1.2910
chr14	SNW1	-	78190523	Bcell	0.8492	1.3127
chr14	SOS2	-	50621417	hES	0.9853	1.2231
chr14	SPTLC2	-	77995595	Bcell	1.6674	2.1668
chr14	SRP54	+	35492561	Bcell	1.0681	1.6325
chr14	SRSF5	+	70236225	Brain+Muscle	1.3237	1.5872
chr14	TECPR2	+	102931982	Bcell+Testis+hES	1.5199	2.1405
chr14	TRAF3	+	103318431	Bcell+Breast	1.6638	1.9784
chr14	TRAPPC6B	-	39619495	Testis+Bcell	1.1884	1.3244
chr14	TRIP11	-	92504996	Bcell	0.9771	1.2998
chr14	UBR7	+	93693452	Testis	1.1823	1.4728
chr14	YLPM1	+	75249343	Bcell+Muscle	0.3045	0.7261
chr14	ZC3H14	+	89053082	Muscle	0.7955	1.0763
chr14	ZC3H14	+	89053189	Muscle+Brain	0.8732	1.0053
chr14	ZFP36L1	-	69261467	Bcell+Muscle+Testis	1.4751	1.6335
chr15	ABHD2	+	89738979	Testis	0.4302	0.8803
chr15	AGBL1	+	87123952	hES	1.7304	1.8848
chr15	AGBL1	+	87489555	Testis	1.7683	1.8663
chr15	AKAP13	+	86080222	hES	1.7671	1.9374
chr15	ANXA2	-	60677248	Bcell+hES	1.1886	1.2872
chr15	AQR	-	35220439	Bcell	1.0674	1.3248
chr15	ARPP19	-	52849371	Testis+Muscle	1.2031	1.9689
chr15	ARPP19	-	52853454	Bcell	0.3479	0.4802
chr15	BLOC1S6	+	45893354	Bcell+Breast	0.6279	1.0449
chr15	BLOC1S6	+	45893644	Bcell	0.8730	1.4185
chr15	BNIP2	-	59955999	Testis+Bcell	1.7416	2.1506
chr15	BTBD1	-	83686781	Testis	1.6705	1.7749
chr15	CCNDBP1	+	43486207	Bcell	0.2605	0.9935
chr15	CGNL1	+	57699469	Bcell+Muscle+hES	1.5280	1.7707
chr15	CHD2	+	93492335	Testis	0.4047	0.6247
chr15	CHP1	+	41564568	Bcell+Testis	1.3128	1.3198
chr15	CLPX	-	65443060	Testis	0.2991	0.6308
chr15	CSNK1G1	-	64473382	Testis+Muscle	0.4406	0.8477
chr15	CSNK1G1	-	64506175	Testis	1.4869	1.8866
chr15	CTDSPL2	+	44816456	Testis	0.4675	0.6636
chr15	CYP19A1	-	51551016	Testis	1.5556	1.8817
chr15	DNAJA4	+	78572882	Testis	0.7047	1.0207
chr15	DNAJA4	+	78573014	Bcell+Muscle	1.4159	1.8519
chr15	DPP8	-	65739073	Testis+Ovary	1.3583	1.5791
chr15	DTWD1	+	49929087	hES+Brain	1.6923	1.9332
chr15	FAM154B	+	82564433	Testis+Muscle	0.8497	1.7864
chr15	FAM63B	+	59147011	Testis	0.3194	0.4562
chr15	FBXO22	+	76230878	Bcell+hES	1.7441	2.1430
chr15	FEM1B	+	68583636	Testis+Bcell	0.9148	1.3064
chr15	GABRB3	-	26802750	Testis+Breast	1.4963	1.7352
chr15	GLCE	+	69468956	Bcell+hES	1.5517	1.6634
chr15	HAUS2	+	42859247	Testis+Muscle	1.4858	1.9635
chr15	HERC2	-	28433247	Ovary+Testis	1.0559	1.2418
chr15	IGF1R	+	99203889	Bcell+Ovary	1.1407	1.1675
chr15	IQCH	+	67793291	Testis	1.2538	1.1852
chr15	IQGAP1	+	90934186	Bcell+Muscle	1.3608	1.5933
chr15	IQGAP1	+	90935155	Bcell+Breast	0.5071	0.6707
chr15	IREB2	+	78766203	hES+Bcell	1.5050	1.8374
chr15	IREB2	+	78781093	Bcell+Testis	1.1541	1.5115
chr15	KIAA0101	-	64658156	Testis	0.9200	1.4285
chr15	LACTB	+	63434105	Testis	1.2870	1.7797
chr15	LARP6	-	71143774	Testis+Breast+Muscle	1.5652	2.1335
chr15	LOC100507217	+	93426931	Testis	1.0315	1.4485
chr15	LYSMD2	-	52015730	Testis+hES	0.4502	0.5883
chr15	MAP2K5	+	67892846	Bcell+Breast+Muscle	1.4172	1.5007
chr15	MAPK6	+	52338332	Testis+Bcell	1.1897	1.4704
chr15	MAPK6	+	52357805	Testis	1.6783	1.9516
chr15	MCTP2	+	95023519	Bcell+Testis	1.5077	1.8814
chr15	MEF2A	+	100186563	Bcell	1.6415	1.6181
chr15	MEF2A	+	100203768	hES	0.4483	0.8979
chr15	MEF2A	+	100235438	Bcell+Testis	1.7980	1.8824
chr15	MFGE8	-	89445416	Muscle	1.0207	1.4311
chr15	MGA	+	42007874	Bcell+Breast	0.8793	1.2247
chr15	MNS1	-	56735888	hES+Bcell	1.3962	1.9597
chr15	MORF4L1	+	79192035	Bcell	1.2327	2.0556
chr15	MTMR10	-	31233520	Testis+Bcell	1.3048	1.4945
chr15	MTMR10	-	31235588	Bcell	1.6314	1.5415
chr15	NTRK3	-	88596874	Bcell+Muscle	1.3209	1.4702
chr15	PAQR5	+	69696160	Testis+Bcell+Muscle	1.6049	1.8682
chr15	PEAK1	-	77488690	Brain	0.6813	0.8867
chr15	PIGB	+	55633274	Ovary	0.3387	0.6952
chr15	PRTG	-	55912009	Testis+Bcell+Muscle	1.6262	1.7864
chr15	PRTG	-	56014988	Bcell+Brain	1.7377	1.5879
chr15	RAB8B	+	63556358	Testis+hES+Muscle	1.1760	1.9067
chr15	RASGRP1	-	38842594	hES+Bcell	1.7826	1.8728
chr15	RCN2	+	77246728	Bcell	0.8557	1.2295
chr15	RNF111	+	59323936	Bcell+Testis+Breast	1.5629	1.7804
chr15	RNF111	+	59387303	Testis+Bcell	1.4067	1.7105
chr15	RORA	-	61396520	hES+Breast	0.3820	0.4812
chr15	RTF1	+	41773042	Testis+Bcell	0.9939	1.1306
chr15	SLC30A4	-	45777283	Testis+hES	1.6552	1.7645
chr15	SLC30A4	-	45799194	Testis+hES+Muscle	1.4777	1.8470
chr15	SMAD3	+	67364534	Bcell+Testis	1.3381	1.8833
chr15	SNAP23	+	42822004	Testis	1.7632	1.9858
chr15	SNAP23	+	42823672	Testis	0.5120	0.9350
chr15	SPG11	-	44892768	Bcell	1.7205	1.9396
chr15	SPRED1	+	38620004	Bcell+hES+Muscle	1.7982	1.8016
chr15	TARSL2	-	102255303	Bcell	1.1756	1.5002
chr15	TCF12	+	57255298	Bcell	0.6777	1.0873
chr15	THSD4	+	71659589	hES+Bcell+Muscle	1.7318	1.7674
chr15	TPM1	+	63358290	Muscle+hES+Bcell	1.1787	1.4607
chr15	TPM1	+	63362827	Brain+Bcell	1.2980	1.4273
chr15	TSPAN3	-	77360018	Bcell+Testis	0.4909	0.6703
chr15	UBR1	-	43237377	Testis	1.6805	1.9527
chr15	UBR1	-	43313281	Bcell	1.6207	1.5294
chr15	UNC45A	+	91474807	Testis+Muscle	1.3045	1.5516
chr15	USP3	+	63851823	Muscle+hES	1.3494	1.3773
chr15	USP3	+	63872071	Bcell+Breast	1.6336	2.0540
chr15	USP8	+	50757900	Bcell	1.0417	1.3420
chr15	VPS13C	-	62156296	Brain+Testis	1.1053	1.6293
chr15	VPS13C	-	62156508	Brain+Muscle+Ovary	1.5101	1.9824
chr15	VPS13C	-	62210570	Bcell+Muscle+Testis	1.0638	1.5791
chr15	ZFAND6	+	80430015	Testis	0.7286	1.3526
chr15	ZFAND6	+	80430291	Testis+Ovary	1.4432	1.9353
chr15	ZNF592	+	85338502	Bcell	1.7446	1.9493
chr15	ZSCAN29	-	43653215	Testis	0.8465	1.7334
chr16	ATMIN	+	81076903	Testis+Ovary+Bcell	1.1861	1.7544
chr16	BBS2	-	56532516	Bcell	0.8632	1.1378
chr16	C16orf45	+	15567050	Brain	1.4133	1.5083
chr16	C16orf62	+	19626336	Bcell	1.6660	1.9627
chr16	C16orf62	+	19627873	Ovary	0.9611	1.2058
chr16	C16orf71	+	4798037	hES	1.5874	2.0509
chr16	CCDC113	+	58313738	Testis+Bcell+Breast	1.5266	1.8245
chr16	CDH11	-	65142570	hES+Bcell+Muscle	1.6881	1.6133
chr16	CFAP20	-	58147620	Testis	1.0164	1.2932
chr16	CLEC16A	+	11143374	hES+Muscle	1.3698	1.5118
chr16	CLEC16A	+	11150584	Bcell	0.2722	0.4900
chr16	CLEC16A	+	11220193	Testis	1.5206	2.0616
chr16	CLEC16A	+	11251081	Testis+Ovary	1.3829	1.5655
chr16	CNOT1	-	58657156	Bcell+Breast	0.5963	0.6416
chr16	CREBBP	-	3823642	Testis+Muscle	1.4152	1.6258
chr16	CYB5B	+	69498573	Muscle	1.1401	1.6046
chr16	CYLD	+	50830612	Testis+Bcell+Breast	1.5142	1.8226
chr16	DCTN5	+	23679017	Testis+Muscle	1.4592	2.1133
chr16	ERCC4	+	14043502	Testis	0.9069	1.6491
chr16	FBRS	+	30681512	Testis	1.6773	2.1959
chr16	FOPNL	-	15961130	Testis	1.4956	2.1629
chr16	GLYR1	-	4889260	Bcell+Testis+hES	1.4387	1.7184
chr16	GSPT1	-	12000692	Bcell	1.5882	1.6849
chr16	HERPUD1	+	56969459	Ovary+Testis	1.2134	1.6322
chr16	HERPUD1	+	56970453	Bcell	1.3271	1.5937
chr16	HSDL1	-	84158157	Testis+Bcell	1.0662	1.3829
chr16	KARS	-	75667176	Bcell	0.8695	1.0081
chr16	LOC100507577	+	48394524	hES	1.0796	1.8493
chr16	LPCAT2	+	55544853	Breast+Muscle+Ovary	1.5600	1.9474
chr16	LUC7L	-	239528	Bcell+Breast	1.2398	1.5987
chr16	MKL2	+	14247085	Brain+Bcell	1.5056	1.9973
chr16	N4BP1	-	48593150	Bcell+Muscle	1.6690	1.8290
chr16	NDE1	+	15820195	Brain	1.7741	2.1897
chr16	NUDT21	-	56472823	Bcell	1.6813	1.7286
chr16	PAPD5	+	50269211	Testis	1.2632	1.5848
chr16	PDPK1	+	2647972	Testis	0.8789	1.4602
chr16	PDPK1	+	2653055	Bcell+Ovary	1.2061	1.8740
chr16	PDXDC1	+	15130236	Testis	0.2152	0.8335
chr16	PDXDC1	+	15130380	Testis+Bcell	0.9387	1.3535
chr16	PHKB	+	47582877	Bcell	0.6200	0.8980
chr16	PHKB	+	47631941	Testis+Bcell+Ovary	1.0083	1.2793
chr16	RBL2	+	53524235	Testis	0.7686	1.0335
chr16	SIAH1	-	48395284	Testis	1.7903	1.9320
chr16	SLC9A3R2	+	2089020	Brain+Bcell	1.4581	1.6282
chr16	SMG1	-	18831884	Bcell	0.8808	1.2779
chr16	SNTB2	+	69335061	Testis+hES	1.4896	1.5779
chr16	SNX29	+	12467760	hES+Testis	1.1483	1.4305
chr16	SNX29	+	12662655	Testis+hES	0.9167	1.0560
chr16	TCF25	+	89952529	Bcell	0.9724	1.3540
chr16	TCF25	+	89957037	Bcell	0.9798	1.3498
chr16	TERF2	-	69402542	Bcell	0.9232	1.0571
chr16	TERF2IP	+	75692026	hES+Muscle	1.3567	1.2180
chr16	TMC5	+	19509506	Testis	0.9791	1.5903
chr16	TMC5	+	19510436	hES+Breast+Ovary	1.6730	2.0975
chr16	TNRC6A	+	24782511	Bcell	1.4804	1.7385
chr16	USP10	+	84780454	Bcell	1.1107	1.3573
chr16	USP31	-	23079311	Muscle+Bcell	1.6399	1.9296
chr16	ZFP90	+	68589133	hES+Muscle+Bcell	1.5997	2.1402
chr16	ZNF597	-	3486411	Testis	1.7254	1.8690
